"","datetime","days","crd"
"8704",1985-07-06,6.7,50
"8766",1985-07-13,6.4,50
"8827",1985-07-20,5.9,50
"8889",1985-07-27,5.3,50
"8951",1985-08-03,6.8,50
"9013",1985-08-10,5.2,50
"9075",1985-08-17,4.9,50
"9137",1985-08-24,4.8,50
"9199",1985-08-31,5.5,50
"9261",1985-09-07,5.8,50
"9323",1985-09-14,6.4,50
"9385",1985-09-21,1.5,50
"9447",1985-09-28,2.9,50
"9509",1985-10-05,3.4,50
"9570",1985-10-12,3.7,50
"9631",1985-10-19,3.5,50
"9693",1985-10-26,6,50
"8088",1986-04-29,3.5,50
"8149",1986-05-06,4.7,50
"8210",1986-05-13,2.9,50
"8272",1986-05-20,5.2,50
"8334",1986-05-27,2.2,50
"8395",1986-06-03,5.8,50
"8457",1986-06-10,1.2,50
"8519",1986-06-17,3.7,50
"8581",1986-06-24,1.1,50
"8643",1986-07-01,4.3,50
"8705",1986-07-08,4.6,50
"8767",1986-07-15,5.1,50
"8828",1986-07-22,5,50
"8890",1986-07-29,1.3,50
"8952",1986-08-05,0.7,50
"9014",1986-08-12,5.2,50
"9076",1986-08-19,6.3,50
"9138",1986-08-26,5.2,50
"9200",1986-09-02,4.9,50
"9262",1986-09-09,3.7,50
"9324",1986-09-16,6.7,50
"9386",1986-09-23,5.9,50
"9448",1986-09-30,6,50
"9510",1986-10-07,4.4,50
"9571",1986-10-14,2.3,50
"9632",1986-10-21,1,50
"9694",1986-10-28,1,50
"7887",1987-03-30,0.7,50
"7916",1987-04-06,6,50
"7971",1987-04-13,1.4,50
"8029",1987-04-20,2.9,50
"8089",1987-04-27,6.8,50
"8150",1987-05-04,5.2,50
"8211",1987-05-11,6.8,50
"8273",1987-05-18,4.7,50
"8335",1987-05-25,1.8,50
"8396",1987-06-01,5,50
"8458",1987-06-08,6,50
"8520",1987-06-15,6.7,50
"8582",1987-06-22,4.4,50
"8644",1987-06-29,6.8,50
"8706",1987-07-06,3.8,50
"8768",1987-07-13,3.2,50
"8829",1987-07-20,6.4,50
"8891",1987-07-27,7,50
"8953",1987-08-03,6.7,50
"9015",1987-08-10,3.1,50
"9077",1987-08-17,2.1,50
"9139",1987-08-24,1.3,50
"9201",1987-08-31,5.7,50
"9263",1987-09-07,5,50
"9325",1987-09-14,3,50
"9387",1987-09-21,6.2,50
"9449",1987-09-28,6.9,50
"9511",1987-10-05,7,50
"9572",1987-10-12,6.3,50
"9633",1987-10-19,6.7,50
"9695",1987-10-26,6.8,50
"7917",1988-04-04,3.9,50
"7972",1988-04-11,4.9,50
"8030",1988-04-18,5,50
"8090",1988-04-25,6.4,50
"8151",1988-05-02,5,50
"8212",1988-05-09,6.9,50
"8274",1988-05-16,4.7,50
"8336",1988-05-23,6.8,50
"8397",1988-05-30,5.8,50
"8459",1988-06-06,6.9,50
"8521",1988-06-13,6.4,50
"8583",1988-06-20,6.8,50
"8645",1988-06-27,6.9,50
"8707",1988-07-04,6.6,50
"8769",1988-07-11,7,50
"8830",1988-07-18,6.2,50
"8892",1988-07-25,5.4,50
"8954",1988-08-01,7,50
"9016",1988-08-08,7,50
"9078",1988-08-15,6.9,50
"9140",1988-08-22,6.9,50
"9202",1988-08-29,5,50
"9264",1988-09-05,6.8,50
"9326",1988-09-12,6.7,50
"9388",1988-09-19,6.5,50
"9450",1988-09-26,4.4,50
"9512",1988-10-03,4.6,50
"9573",1988-10-10,6.6,50
"9634",1988-10-17,7,50
"9696",1988-10-24,5.6,50
"9740",1988-10-31,6.8,50
"7918",1989-04-03,3.4,50
"7973",1989-04-10,6.1,50
"8031",1989-04-17,5.1,50
"8091",1989-04-24,6.8,50
"8152",1989-05-01,5,50
"8213",1989-05-08,3.2,50
"8275",1989-05-15,6.7,50
"8337",1989-05-22,5.2,50
"8398",1989-05-29,4.2,50
"8460",1989-06-05,4.5,50
"8522",1989-06-12,5.5,50
"8584",1989-06-19,6.1,50
"8646",1989-06-26,6.3,50
"8708",1989-07-03,4.6,50
"8770",1989-07-10,7,50
"8831",1989-07-17,5.5,50
"8893",1989-07-24,3.5,50
"8955",1989-07-31,6.2,50
"9017",1989-08-07,6.6,50
"9079",1989-08-14,6.6,50
"9141",1989-08-21,6.1,50
"9203",1989-08-28,4.5,50
"9265",1989-09-04,3.7,50
"9327",1989-09-11,2.6,50
"9389",1989-09-18,4,50
"9451",1989-09-25,6.7,50
"9513",1989-10-02,7,50
"9574",1989-10-09,5.6,50
"9635",1989-10-16,7,50
"9697",1989-10-23,6,50
"9741",1989-10-30,6.9,50
"7888",1990-04-01,3.9,50
"7919",1990-04-08,6,50
"7974",1990-04-15,4.8,50
"8032",1990-04-22,4.1,50
"8092",1990-04-29,6.1,50
"8153",1990-05-06,4.1,50
"8214",1990-05-13,3.8,50
"8276",1990-05-20,2.4,50
"8338",1990-05-27,0.5,50
"8399",1990-06-03,3.3,50
"8461",1990-06-10,3.4,50
"8523",1990-06-17,3.2,50
"8585",1990-06-24,0.6,50
"8647",1990-07-01,3.5,50
"8709",1990-07-08,5.2,50
"8771",1990-07-15,2.5,50
"8832",1990-07-22,3.4,50
"8894",1990-07-29,3.9,50
"8956",1990-08-05,4.3,50
"9018",1990-08-12,6.4,50
"9080",1990-08-19,6.1,50
"9142",1990-08-26,4.1,50
"9204",1990-09-02,4.9,50
"9266",1990-09-09,6.6,50
"9328",1990-09-16,6.8,50
"9390",1990-09-23,5,50
"9452",1990-09-30,6.8,50
"9514",1990-10-07,5.5,50
"9575",1990-10-14,5.7,50
"9636",1990-10-21,6.5,50
"9698",1990-10-28,6.2,50
"7889",1991-03-31,0.8,50
"7920",1991-04-07,4.2,50
"7975",1991-04-14,3,50
"8033",1991-04-21,0.3,50
"8093",1991-04-28,0.8,50
"8154",1991-05-05,0.9,50
"8215",1991-05-12,1.4,50
"8277",1991-05-19,3.6,50
"8339",1991-05-26,0.8,50
"8400",1991-06-02,3.4,50
"8462",1991-06-09,2.8,50
"8524",1991-06-16,5.3,50
"8586",1991-06-23,5.9,50
"8648",1991-06-30,6.9,50
"8710",1991-07-07,7,50
"8772",1991-07-14,6.8,50
"8833",1991-07-21,6.8,50
"8895",1991-07-28,6.5,50
"8957",1991-08-04,6.2,50
"9019",1991-08-11,4.1,50
"9081",1991-08-18,6.2,50
"9143",1991-08-25,6,50
"9205",1991-09-01,6.6,50
"9267",1991-09-08,6.2,50
"9329",1991-09-15,4.7,50
"9391",1991-09-22,5.3,50
"9453",1991-09-29,6.4,50
"9515",1991-10-06,5.7,50
"9576",1991-10-13,5.9,50
"9637",1991-10-20,6.8,50
"9699",1991-10-27,5.6,50
"7921",1992-04-05,2.7,50
"7976",1992-04-12,4.5,50
"8034",1992-04-19,3.1,50
"8094",1992-04-26,0.1,50
"8155",1992-05-03,3.3,50
"8216",1992-05-10,7,50
"8278",1992-05-17,6.5,50
"8340",1992-05-24,5,50
"8401",1992-05-31,4.6,50
"8463",1992-06-07,7,50
"8525",1992-06-14,6.5,50
"8587",1992-06-21,5.3,50
"8649",1992-06-28,6.3,50
"8711",1992-07-05,5.8,50
"8773",1992-07-12,3.8,50
"8834",1992-07-19,1.3,50
"8896",1992-07-26,2.2,50
"8958",1992-08-02,1.3,50
"9020",1992-08-09,3.8,50
"9082",1992-08-16,4.2,50
"9144",1992-08-23,6.2,50
"9206",1992-08-30,5.1,50
"9268",1992-09-06,4.8,50
"9330",1992-09-13,3,50
"9392",1992-09-20,2.4,50
"9454",1992-09-27,5.3,50
"9516",1992-10-04,5.9,50
"9577",1992-10-11,4.5,50
"9638",1992-10-18,5.4,50
"9700",1992-10-25,6.6,50
"8095",1993-04-25,0.5,50
"8156",1993-05-02,2.8,50
"8217",1993-05-09,0.5,50
"8279",1993-05-16,1.9,50
"8341",1993-05-23,6,50
"8402",1993-05-30,3.5,50
"8464",1993-06-06,0.9,50
"8526",1993-06-13,2.8,50
"8588",1993-06-20,2.3,50
"8650",1993-06-27,3.3,50
"8712",1993-07-04,2.6,50
"8835",1993-07-18,0.4,50
"8897",1993-07-25,1.3,50
"8959",1993-08-01,3.4,50
"9021",1993-08-08,4.1,50
"9083",1993-08-15,3.3,50
"9145",1993-08-22,0.9,50
"9207",1993-08-29,3.3,50
"9269",1993-09-05,2.8,50
"9331",1993-09-12,3.8,50
"9393",1993-09-19,3.8,50
"9455",1993-09-26,3.4,50
"9517",1993-10-03,4.6,50
"9578",1993-10-10,6.2,50
"9639",1993-10-17,5,50
"9701",1993-10-24,4.4,50
"9742",1993-10-31,6.9,50
"7922",1994-04-03,6,50
"7977",1994-04-10,5.9,50
"8035",1994-04-17,4.4,50
"8096",1994-04-24,5.6,50
"8157",1994-05-01,4.6,50
"8218",1994-05-08,3.8,50
"8280",1994-05-15,5.6,50
"8342",1994-05-22,6.3,50
"8403",1994-05-29,5.2,50
"8465",1994-06-05,5.3,50
"8527",1994-06-12,3.7,50
"8589",1994-06-19,4.9,50
"8651",1994-06-26,2.8,50
"8713",1994-07-03,5.4,50
"8774",1994-07-10,4.3,50
"8836",1994-07-17,4.1,50
"8898",1994-07-24,5.7,50
"8960",1994-07-31,6.7,50
"9022",1994-08-07,5,50
"9084",1994-08-14,4.9,50
"9146",1994-08-21,6.1,50
"9208",1994-08-28,6.3,50
"9270",1994-09-04,4.9,50
"9332",1994-09-11,4.5,50
"9394",1994-09-18,6.6,50
"9456",1994-09-25,4.9,50
"9518",1994-10-02,3.7,50
"9579",1994-10-09,4.9,50
"9640",1994-10-16,6.7,50
"9702",1994-10-23,3.8,50
"9743",1994-10-30,6.8,50
"7923",1995-04-02,0.2,50
"7978",1995-04-09,4.7,50
"8036",1995-04-16,0.4,50
"8097",1995-04-23,1,50
"8158",1995-04-30,1.8,50
"8219",1995-05-07,1.3,50
"8281",1995-05-14,1.8,50
"8343",1995-05-21,3.9,50
"8404",1995-05-28,4.8,50
"8466",1995-06-04,2.8,50
"8528",1995-06-11,2.8,50
"8590",1995-06-18,6.1,50
"8652",1995-06-25,7,50
"8714",1995-07-02,1.9,50
"8775",1995-07-09,4.2,50
"8837",1995-07-16,6.8,50
"8899",1995-07-23,4.4,50
"8961",1995-07-30,5.8,50
"9023",1995-08-06,5.1,50
"9085",1995-08-13,4.7,50
"9147",1995-08-20,4.1,50
"9209",1995-08-27,6.7,50
"9271",1995-09-03,6.5,50
"9333",1995-09-10,6.3,50
"9395",1995-09-17,6.5,50
"9457",1995-09-24,3.9,50
"9519",1995-10-01,5.6,50
"9580",1995-10-08,4.3,50
"9641",1995-10-15,5.6,50
"9703",1995-10-22,6.8,50
"9744",1995-10-29,6.3,50
"7890",1996-03-29,0.5,50
"7924",1996-04-05,2.4,50
"7979",1996-04-12,5.3,50
"8037",1996-04-19,5.2,50
"8098",1996-04-26,6.5,50
"8159",1996-05-03,3,50
"8220",1996-05-10,3,50
"8282",1996-05-17,1.3,50
"8344",1996-05-24,3.2,50
"8405",1996-05-31,1.5,50
"8467",1996-06-07,2.2,50
"8529",1996-06-14,4.3,50
"8591",1996-06-21,2,50
"8653",1996-06-28,4.8,50
"8715",1996-07-05,6.9,50
"8776",1996-07-12,6.7,50
"8838",1996-07-19,4.3,50
"8900",1996-07-26,6.2,50
"8962",1996-08-02,5.3,50
"9024",1996-08-09,4.3,50
"9086",1996-08-16,5.5,50
"9148",1996-08-23,4.7,50
"9210",1996-08-30,5.6,50
"9272",1996-09-06,7,50
"9334",1996-09-13,6,50
"9396",1996-09-20,6,50
"9458",1996-09-27,3.1,50
"9520",1996-10-04,6.4,50
"9581",1996-10-11,6.7,50
"9642",1996-10-18,6.6,50
"9704",1996-10-25,4.3,50
"9745",1996-11-01,4.8,50
"9769",1996-11-08,3.2,50
"9793",1996-11-15,5.5,50
"9817",1996-11-22,3.2,50
"7925",1997-04-04,3.2,50
"7980",1997-04-11,1.1,50
"8038",1997-04-18,2,50
"8099",1997-04-25,4.5,50
"8160",1997-05-02,4.2,50
"8221",1997-05-09,2.8,50
"8283",1997-05-16,6.6,50
"8345",1997-05-23,6.1,50
"8406",1997-05-30,1.7,50
"8468",1997-06-06,6.3,50
"8530",1997-06-13,6.1,50
"8592",1997-06-20,6.5,50
"8654",1997-06-27,3.4,50
"8716",1997-07-04,4.8,50
"8777",1997-07-11,6.3,50
"8839",1997-07-18,6.2,50
"8901",1997-07-25,4.6,50
"8963",1997-08-01,6.9,50
"9025",1997-08-08,6.9,50
"9087",1997-08-15,5.1,50
"9149",1997-08-22,5.6,50
"9211",1997-08-29,6.2,50
"9273",1997-09-05,6.5,50
"9335",1997-09-12,5.2,50
"9397",1997-09-19,5.4,50
"9459",1997-09-26,4.5,50
"9521",1997-10-03,6.9,50
"9582",1997-10-10,5.8,50
"9643",1997-10-17,4.8,50
"9705",1997-10-24,6.1,50
"9746",1997-10-31,3.2,50
"9770",1997-11-07,4.1,50
"9794",1997-11-14,5.3,50
"9818",1997-11-21,4.1,50
"7926",1998-04-05,0.1,50
"7981",1998-04-12,0.9,50
"8039",1998-04-19,0.8,50
"8100",1998-04-26,2.5,50
"8161",1998-05-03,4,50
"8222",1998-05-10,4.9,50
"8284",1998-05-17,5.7,50
"8346",1998-05-24,3.8,50
"8407",1998-05-31,3.3,50
"8469",1998-06-07,3.5,50
"8531",1998-06-14,1.5,50
"8593",1998-06-21,0.5,50
"8655",1998-06-28,2,50
"8717",1998-07-05,2.8,50
"8778",1998-07-12,4.2,50
"8840",1998-07-19,6.2,50
"8902",1998-07-26,6,50
"8964",1998-08-02,6.9,50
"9026",1998-08-09,2.7,50
"9088",1998-08-16,5.7,50
"9150",1998-08-23,5.8,50
"9212",1998-08-30,4.7,50
"9274",1998-09-06,6.7,50
"9336",1998-09-13,6.9,50
"9398",1998-09-20,6.1,50
"9460",1998-09-27,6,50
"9522",1998-10-04,6.1,50
"9583",1998-10-11,3.4,50
"9644",1998-10-18,5.7,50
"9706",1998-10-25,5,50
"9747",1998-11-01,4.5,50
"9771",1998-11-08,5.7,50
"9795",1998-11-15,2.9,50
"9819",1998-11-22,6.3,50
"9838",1998-11-29,7,50
"7927",1999-04-04,6.6,50
"7982",1999-04-11,1.8,50
"8040",1999-04-18,1.1,50
"8101",1999-04-25,1.5,50
"8162",1999-05-02,1.7,50
"8223",1999-05-09,4.3,50
"8285",1999-05-16,1.6,50
"8347",1999-05-23,1.3,50
"8408",1999-05-30,4,50
"8470",1999-06-06,3.8,50
"8532",1999-06-13,2.9,50
"8594",1999-06-20,4.3,50
"8656",1999-06-27,4.9,50
"8718",1999-07-04,4.8,50
"8779",1999-07-11,4.9,50
"8841",1999-07-18,6.6,50
"8903",1999-07-25,4.2,50
"8965",1999-08-01,6.4,50
"9027",1999-08-08,6.5,50
"9089",1999-08-15,4.9,50
"9151",1999-08-22,5.2,50
"9213",1999-08-29,5.3,50
"9275",1999-09-05,7,50
"9337",1999-09-12,6.3,50
"9399",1999-09-19,7,50
"9461",1999-09-26,6.9,50
"9523",1999-10-03,5.5,50
"9584",1999-10-10,6,50
"9645",1999-10-17,7,50
"9707",1999-10-24,7,50
"9748",1999-10-31,7,50
"9772",1999-11-07,6.8,50
"9796",1999-11-14,7,50
"9820",1999-11-21,6.7,50
"9839",1999-11-28,3.9,50
"7983",2000-04-09,6.6,50
"8041",2000-04-16,5.3,50
"8102",2000-04-23,4.5,50
"8163",2000-04-30,6.6,50
"8224",2000-05-07,7,50
"8286",2000-05-14,5,50
"8348",2000-05-21,5.8,50
"8409",2000-05-28,6,50
"8471",2000-06-04,2,50
"8533",2000-06-11,5.3,50
"8595",2000-06-18,2.6,50
"8657",2000-06-25,5.4,50
"8719",2000-07-02,3.2,50
"8780",2000-07-09,3.6,50
"8842",2000-07-16,3.7,50
"8904",2000-07-23,6,50
"8966",2000-07-30,5.1,50
"9028",2000-08-06,6.8,50
"9090",2000-08-13,5.1,50
"9152",2000-08-20,5.3,50
"9214",2000-08-27,5.3,50
"9276",2000-09-03,6.7,50
"9338",2000-09-10,6.8,50
"9400",2000-09-17,6.8,50
"9462",2000-09-24,5.5,50
"9524",2000-10-01,6.4,50
"9585",2000-10-08,5.9,50
"9646",2000-10-15,6.9,50
"9708",2000-10-22,6.7,50
"9749",2000-10-29,4.9,50
"9773",2000-11-05,5,50
"9797",2000-11-12,3.2,50
"9821",2000-11-19,4.9,50
"7928",2001-04-08,0.1,50
"7984",2001-04-15,0.5,50
"8042",2001-04-22,4,50
"8103",2001-04-29,5.1,50
"8164",2001-05-06,3.8,50
"8225",2001-05-13,2,50
"8287",2001-05-20,4.8,50
"8349",2001-05-27,0.9,50
"8410",2001-06-03,1.8,50
"8472",2001-06-10,3.1,50
"8534",2001-06-17,3.2,50
"8596",2001-06-24,5.4,50
"8658",2001-07-01,6.6,50
"8720",2001-07-08,6.5,50
"8781",2001-07-15,6.9,50
"8843",2001-07-22,5.3,50
"8905",2001-07-29,4.6,50
"8967",2001-08-05,5.3,50
"9029",2001-08-12,6.7,50
"9091",2001-08-19,4.9,50
"9153",2001-08-26,4.9,50
"9215",2001-09-02,6.4,50
"9277",2001-09-09,3.7,50
"9339",2001-09-16,4,50
"9401",2001-09-23,4.1,50
"9463",2001-09-30,6.7,50
"9525",2001-10-07,5.6,50
"9586",2001-10-14,5,50
"9647",2001-10-21,6.1,50
"9709",2001-10-28,4.8,50
"9750",2001-11-04,6.5,50
"9774",2001-11-11,6.5,50
"9798",2001-11-18,6.8,50
"7929",2002-04-07,4.4,50
"7985",2002-04-14,4.3,50
"8043",2002-04-21,5.4,50
"8104",2002-04-28,4,50
"8165",2002-05-05,2.7,50
"8226",2002-05-12,4.4,50
"8288",2002-05-19,3.1,50
"8350",2002-05-26,4.8,50
"8411",2002-06-02,5.3,50
"8473",2002-06-09,4.7,50
"8535",2002-06-16,3.7,50
"8597",2002-06-23,6.4,50
"8659",2002-06-30,6.8,50
"8721",2002-07-07,5.7,50
"8782",2002-07-14,2.5,50
"8844",2002-07-21,6.7,50
"8906",2002-07-28,5.4,50
"8968",2002-08-04,5.8,50
"9030",2002-08-11,5,50
"9092",2002-08-18,4.2,50
"9154",2002-08-25,3.6,50
"9216",2002-09-01,6.7,50
"9278",2002-09-08,7,50
"9340",2002-09-15,6.5,50
"9402",2002-09-22,4.8,50
"9464",2002-09-29,5.7,50
"9526",2002-10-06,2.6,50
"9587",2002-10-13,5.7,50
"9648",2002-10-20,5.6,50
"9710",2002-10-27,3.9,50
"9751",2002-11-03,4,50
"9775",2002-11-10,4.8,50
"9799",2002-11-17,5.6,50
"9822",2002-11-24,6,50
"7930",2003-04-06,4.1,50
"7986",2003-04-13,1.8,50
"8044",2003-04-20,3.1,50
"8105",2003-04-27,4.1,50
"8166",2003-05-04,2.4,50
"8227",2003-05-11,0.1,50
"8289",2003-05-18,1.7,50
"8351",2003-05-25,5.3,50
"8412",2003-06-01,6.4,50
"8474",2003-06-08,3.2,50
"8536",2003-06-15,4.9,50
"8598",2003-06-22,6.1,50
"8660",2003-06-29,4.4,50
"8722",2003-07-06,4.8,50
"8783",2003-07-13,2.6,50
"8845",2003-07-20,5.4,50
"8907",2003-07-27,6.3,50
"8969",2003-08-03,6.4,50
"9031",2003-08-10,6.5,50
"9093",2003-08-17,6.9,50
"9155",2003-08-24,6.9,50
"9217",2003-08-31,6.7,50
"9279",2003-09-07,6.9,50
"9341",2003-09-14,5.3,50
"9403",2003-09-21,5.2,50
"9465",2003-09-28,5.9,50
"9527",2003-10-05,6.8,50
"9588",2003-10-12,6.2,50
"9649",2003-10-19,5.8,50
"9711",2003-10-26,6.6,50
"9752",2003-11-02,6.3,50
"9776",2003-11-09,3.9,50
"9800",2003-11-16,5.4,50
"9823",2003-11-23,4.5,50
"7931",2004-04-04,2.8,50
"7987",2004-04-11,6.5,50
"8045",2004-04-18,6.2,50
"8106",2004-04-25,2.8,50
"8167",2004-05-02,5,50
"8228",2004-05-09,6.1,50
"8290",2004-05-16,3.5,50
"8352",2004-05-23,3.2,50
"8413",2004-05-30,0.6,50
"8475",2004-06-06,4.2,50
"8537",2004-06-13,3.6,50
"8599",2004-06-20,3.6,50
"8661",2004-06-27,4.1,50
"8723",2004-07-04,4.7,50
"8784",2004-07-11,3.4,50
"8846",2004-07-18,5.2,50
"8908",2004-07-25,5.5,50
"8970",2004-08-01,5.1,50
"9032",2004-08-08,4.1,50
"9094",2004-08-15,6.3,50
"9156",2004-08-22,4.5,50
"9218",2004-08-29,4.2,50
"9280",2004-09-05,6.2,50
"9342",2004-09-12,6.1,50
"9404",2004-09-19,5.4,50
"9466",2004-09-26,6.3,50
"9528",2004-10-03,5.5,50
"9589",2004-10-10,5.8,50
"9650",2004-10-17,5.8,50
"9712",2004-10-24,5.1,50
"9753",2004-10-31,3.5,50
"9777",2004-11-07,4.2,50
"9801",2004-11-14,5.9,50
"9824",2004-11-21,3.8,50
"9840",2004-11-28,3.8,50
"7932",2005-04-03,4.6,50
"7988",2005-04-10,5.7,50
"8046",2005-04-17,3.4,50
"8107",2005-04-24,2.3,50
"8168",2005-05-01,4.8,50
"8229",2005-05-08,6,50
"8291",2005-05-15,2,50
"8353",2005-05-22,3.3,50
"8414",2005-05-29,5.6,50
"8476",2005-06-05,5.8,50
"8538",2005-06-12,4.3,50
"8600",2005-06-19,5.7,50
"8662",2005-06-26,5.6,50
"8724",2005-07-03,3.5,50
"8785",2005-07-10,5.8,50
"8847",2005-07-17,6.9,50
"8909",2005-07-24,5,50
"8971",2005-07-31,4.2,50
"9033",2005-08-07,5.5,50
"9095",2005-08-14,4,50
"9157",2005-08-21,5.6,50
"9219",2005-08-28,5.3,50
"9281",2005-09-04,6.7,50
"9343",2005-09-11,5.8,50
"9405",2005-09-18,6.1,50
"9467",2005-09-25,5.8,50
"9529",2005-10-02,4.4,50
"9590",2005-10-09,5.8,50
"9651",2005-10-16,5.9,50
"9713",2005-10-23,6.1,50
"9754",2005-10-30,6.5,50
"9778",2005-11-06,6.7,50
"9802",2005-11-13,6.2,50
"9825",2005-11-20,3,50
"9841",2005-11-27,5.4,50
"7933",2006-04-02,1,50
"7989",2006-04-09,2.3,50
"8047",2006-04-16,4.9,50
"8108",2006-04-23,5.4,50
"8169",2006-04-30,4.4,50
"8230",2006-05-07,2.8,50
"8292",2006-05-14,3.8,50
"8354",2006-05-21,4.6,50
"8415",2006-05-28,4.8,50
"8477",2006-06-04,5.8,50
"8539",2006-06-11,6.1,50
"8601",2006-06-18,6.4,50
"8663",2006-06-25,5.4,50
"8725",2006-07-02,5.8,50
"8786",2006-07-09,6.6,50
"8848",2006-07-16,4.7,50
"8910",2006-07-23,6.1,50
"8972",2006-08-06,5.6,50
"9034",2006-08-13,3.9,50
"9096",2006-08-20,4.3,50
"9158",2006-08-27,5.8,50
"9220",2006-09-03,4.9,50
"9282",2006-09-10,4.9,50
"9344",2006-09-17,3,50
"9406",2006-09-24,3.2,50
"9468",2006-10-01,5.5,50
"9530",2006-10-08,6.7,50
"9591",2006-10-15,6,50
"9652",2006-10-22,3.5,50
"9714",2006-10-29,4.1,50
"9755",2006-11-05,6.2,50
"9779",2006-11-12,4.8,50
"9803",2006-11-19,4.9,50
"7891",2007-04-01,1,50
"7934",2007-04-08,0.7,50
"7990",2007-04-15,0.8,50
"8048",2007-04-22,4.4,50
"8109",2007-04-29,0.4,50
"8170",2007-05-06,2.9,50
"8231",2007-05-13,2.9,50
"8293",2007-05-20,5.9,50
"8355",2007-05-27,3.5,50
"8416",2007-06-03,2.2,50
"8478",2007-06-10,3.9,50
"8540",2007-06-17,6.8,50
"8602",2007-06-24,4.5,50
"8664",2007-07-01,6.4,50
"8726",2007-07-08,6.9,50
"8787",2007-07-15,6.9,50
"8849",2007-07-22,4.9,50
"8911",2007-07-29,4.6,50
"8973",2007-08-05,5.6,50
"9035",2007-08-12,4.5,50
"9097",2007-08-19,4.7,50
"9159",2007-08-26,0.9,50
"9221",2007-09-02,4.2,50
"9283",2007-09-09,5,50
"9345",2007-09-16,5.6,50
"9407",2007-09-23,5,50
"9469",2007-09-30,5.6,50
"9531",2007-10-07,4.1,50
"9592",2007-10-14,4.3,50
"9653",2007-10-21,1.1,50
"9715",2007-10-28,6.1,50
"9756",2007-11-04,6.8,50
"9780",2007-11-11,7,50
"9804",2007-11-18,6.8,50
"9826",2007-11-25,5.2,50
"7935",2008-04-06,0.4,50
"7991",2008-04-13,0.3,50
"8049",2008-04-20,1.3,50
"8110",2008-04-27,0.6,50
"8171",2008-05-04,2.5,50
"8232",2008-05-11,2.8,50
"8294",2008-05-18,5.2,50
"8356",2008-05-25,4.9,50
"8417",2008-06-01,1.8,50
"8479",2008-06-08,0.4,50
"8541",2008-06-15,0.4,50
"8603",2008-06-22,5.3,50
"8665",2008-06-29,4.4,50
"8727",2008-07-06,6,50
"8788",2008-07-13,5.5,50
"8850",2008-07-20,4,50
"8912",2008-07-27,2.7,50
"8974",2008-08-03,4.8,50
"9036",2008-08-10,6.2,50
"9098",2008-08-17,5.7,50
"9160",2008-08-24,6.3,50
"9222",2008-08-31,5.4,50
"9284",2008-09-07,5.6,50
"9346",2008-09-14,3.5,50
"9408",2008-09-21,6.2,50
"9470",2008-09-28,5.3,50
"9532",2008-10-05,6.2,50
"9593",2008-10-12,4.4,50
"9654",2008-10-19,3.3,50
"9716",2008-10-26,2.8,50
"9757",2008-11-02,6,50
"9781",2008-11-09,3.6,50
"9805",2008-11-16,2.1,50
"9827",2008-11-23,5.4,50
"9842",2008-11-30,5.6,50
"7936",2009-04-05,2.3,50
"7992",2009-04-12,2.9,50
"8050",2009-04-19,4.5,50
"8111",2009-04-26,5.3,50
"8172",2009-05-03,0.5,50
"8233",2009-05-10,3.3,50
"8295",2009-05-17,2.8,50
"8357",2009-05-24,5.5,50
"8418",2009-05-31,2.8,50
"8480",2009-06-07,4.3,50
"8542",2009-06-14,3.2,50
"8604",2009-06-21,2,50
"8666",2009-06-28,3.3,50
"8728",2009-07-05,5.2,50
"8789",2009-07-12,2.3,50
"8851",2009-07-19,5.2,50
"8913",2009-07-26,5.7,50
"8975",2009-08-02,6.8,50
"9037",2009-08-09,5.6,50
"9099",2009-08-16,4.6,50
"9161",2009-08-23,3.5,50
"9223",2009-08-30,3.2,50
"9285",2009-09-06,6.5,50
"9347",2009-09-13,7,50
"9409",2009-09-20,7,50
"9471",2009-09-27,3.2,50
"9533",2009-10-04,3,50
"9594",2009-10-11,2.7,50
"9655",2009-10-18,2.2,50
"9717",2009-10-25,2.2,50
"9758",2009-11-01,2.4,50
"9782",2009-11-08,6.1,50
"9806",2009-11-15,6.7,50
"9828",2009-11-22,6.1,50
"9843",2009-11-29,4.2,50
"9848",2009-12-06,5.5,50
"9849",2009-12-13,1,50
"7937",2010-04-04,4.1,50
"7993",2010-04-11,2.3,50
"8051",2010-04-18,5.9,50
"8112",2010-04-25,5,50
"8173",2010-05-02,2.6,50
"8234",2010-05-09,4.7,50
"8296",2010-05-16,1.5,50
"8358",2010-05-23,4.4,50
"8419",2010-05-30,5.6,50
"8481",2010-06-06,4.1,50
"8543",2010-06-13,1.4,50
"8605",2010-06-20,0.9,50
"8667",2010-06-27,1.6,50
"8729",2010-07-04,4,50
"8790",2010-07-11,3.1,50
"8852",2010-07-18,4.2,50
"8914",2010-07-25,2.3,50
"8976",2010-08-01,3.3,50
"9038",2010-08-08,3.6,50
"9100",2010-08-15,1.9,50
"9162",2010-08-22,4.8,50
"9224",2010-08-29,6.6,50
"9286",2010-09-05,4.7,50
"9348",2010-09-12,5.9,50
"9410",2010-09-19,4.9,50
"9472",2010-09-26,1.9,50
"9534",2010-10-03,6.7,50
"9595",2010-10-10,7,50
"9656",2010-10-17,7,50
"9718",2010-10-24,6.5,50
"9759",2010-10-31,5.7,50
"9783",2010-11-07,6.9,50
"9807",2010-11-14,4.6,50
